都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
011029,0170207708,北海道,札幌市北区,居宅介護支援事業所清明庵,キョタクカイゴシエンジギョウショセイメイアン,居宅介護支援,北海道札幌市北区屯田９条３丁目３番３０号介護老人福祉施設　清明庵,介護老人福祉施設　清明庵,43.143370900000000,141.341258299999940,011-776-0550,011-776-0551,4430005003810,社会福祉法人翔陽会,0170207708,平日,,0,http://www.shoyokai.org/,,,,
011029,0170208318,北海道,札幌市北区,優翔館ケアプランセンター,ユウショウカンケアプランセンター,居宅介護支援,札幌市北区東茨戸２条２丁目8番25号札幌優翔館病院,札幌優翔館病院,43.164768800000000,141.357989200000020,011-772-1040,011-772-1100,7430005001472,医療法人社団　翔嶺館,0170208318,"平日,祝日",上記の営業日、営業時間のほか、電話等により24時間常時連絡が可能な体制とする。,95,,,,,
011029,0170208342,北海道,札幌市北区,社会医療法人　憲仁会　牧田病院　指定居宅介護支援事業所まきた,シャカイイリョウホウジン　ケンジンカイ　マキタビョウイン　シテイキョタクカイゴシエンジギョウショマキタ,居宅介護支援,北海道札幌市北区新琴似2条2丁目4番3号,,43.103314999999990,141.326015200000030,011-768-8210,011-775-3428,6430005001639,社会医療法人憲仁会,0170208342,"平日,土曜日",,0,http://www.makita-hp.com/,,,,
011029,0170208508,北海道,札幌市北区,SOMPOケア　札幌北　居宅介護支援,ソンポケア　サッポロキタ　キョタクカイゴシエン,居宅介護支援,北海道札幌市北区北20条西5丁目2番50号CROSSPOINT2階243号,CROSSPOINT2階243号,43.085253800000000,141.343892500000040,011-700-0711,011-717-2210,1260001015656,ＳＯＭＰＯケア株式会社,0170208508,平日,営業時間外においては、事業所代表番号より携帯電話へ転送となり対応。,20,https://www.sompocare.com,,,,
011029,0170208698,北海道,札幌市北区,三草会相談センター篠路,サンソウカイソウダンセンターシノロ,居宅介護支援,北海道札幌市北区篠路1条2丁目1-7,,43.140227900000000,141.351623300000030,011-299-1257,011-299-1344,1430005011782,社会福祉法人三草会,0170208698,"平日,土曜日",,145,sansoukai-welfare.jp/,,,,
011029,0170208805,北海道,札幌市北区,勤医協きた居宅介護支援事業所,キンイキョウキタキョタクカイゴシエンジギョウショ,居宅介護支援,北海道札幌市北区北３２条西８丁目１－１勤医協北在宅総合センター,勤医協北在宅総合センター,43.098007144530610,141.335824939227140,011-374-8188,011-374-8871,4430005011284,社会福祉法人勤医協福祉会,0170208805,"平日,土曜日",,0,https://kin-fukushikai.jp,,,,
011029,0170209027,北海道,札幌市北区,居宅介護支援事業所ジェイケア,キョタクカイゴシエンジギョウショジェイケア,居宅介護支援,北海道札幌市北区屯田7条12丁目3番7号,,43.139266500000000,141.315358500000000,011-775-1484,011-311-0937,5430003011698,合同会社ジェイケア,0170209027,平日,但しご依頼に応じて対応可能,0,http://hp.kaipoke.biz/tzg/,,,,
011029,0170209126,北海道,札幌市北区,ツクイ札幌屯田,ツクイサッポロトンデン,居宅介護支援,北海道札幌市北区屯田九条7丁目2番15号,,43.142629100000000,141.329525100000000,011-775-7770,011-775-7771,1020001136162,株式会社ツクイ,0170209126,平日,,0,https://www.tsukui.net/home-care/2506/,,,,
011029,0170209175,北海道,札幌市北区,居宅介護支援事業所　白ゆりあいの里,シラユリアイノサト,居宅介護支援,北海道札幌市北区あいの里3条８丁目14番1号,,43.165523800000000,141.411472000000000,011-770-5884,011-770-5565,7430005005242,社会福祉法人悠生会,0170209175,平日,,0,https://www.h-yuuseikai.or.jp/,,,,
011029,0170209225,北海道,札幌市北区,ケアプランセンターおんおくり,ケアプランセンターオンオクリ,居宅介護支援,北海道札幌市北区北３５条西３丁目３番２３号ノール北３５条１０５号室,ノール北３５条１０５号室,43.102744300000000,141.342301900000000,090-6443-2074,011-839-1399,6430003012332,合同会社　おんおくり,0170209225,平日,,15,http://hp.kaipoke.biz/7sh/,,,,
011029,0170209241,北海道,札幌市北区,ケアプランセンターADVANCE,ケアプランセンターアドバンス,居宅介護支援,北海道札幌市北区新琴似7条2丁目2番58号,,43.110796600000000,141.331487100000000,011-312-0476,011-351-2138,7430003012364,合同会社ＦＬＹ　ＨＩＧＨ,0170209241,平日,,50,,,,,
011029,0170203673,北海道,札幌市北区,ケアプランセンター小石川,ケアプランセンターコイシカワ,居宅介護支援,北海道札幌市北区北29条西4丁目2番1-207,,43.096479506926790,141.341673680501600,011-746-3987,011-746-3986,8430005002024,医療法人社団北昂会ファミール内科,0170203673,"平日,土曜日",なし,10,http://www.hokkoukai.com,,,,
011029,0170209837,北海道,札幌市北区,サニーライフ新琴似　居宅介護支援事業所,サニーライフシンコトニ　キョタクカイゴシエンジギョウショ,居宅介護支援,北海道札幌市北区新琴似2条1丁目1番54号サニーライフ新琴似,サニーライフ新琴似,43.102487000000000,141.328480300000000,011－738－3600,011－738－3601,2040001050435,株式会社川島コーポレーション,0170209837,"平日,土曜日,日曜日,祝日",,0,https://sunnylife-group.co.jp,,,,
011029,0170209985,北海道,札幌市北区,SOMPOケア北大前居宅介護支援,ソンポケアホクダイマエキョタクカイゴシエン,居宅介護支援,北海道札幌市北区北21条西5丁目2番1号ラヴィーレレジデンス北大前,ラヴィーレレジデンス北大前,43.086579700000010,141.343581900000000,011-768-7381,011-726-8118,1260001015656,ＳＯＭＰＯケア株式会社,0170209985,"平日,土曜日,日曜日,祝日",,0,http://www.sompocare.com,,,,
011029,0170208540,北海道,札幌市北区,ななケアプラン相談所,ナナケアプランソウダンショ,居宅介護支援,北海道札幌市北区北22条西6丁目2番8号アルカーサル４　106号,アルカーサル４　106号,43.087707387914330,141.341324500524900,011‐709-8677,011‐709-8677,7450002008766,有限会社　すみれ想,0170208540,平日,なし,0,http://hp.kaipoke.biz/hhs/,,,,
011029,0170208672,北海道,札幌市北区,相談センター　ポルト,ソウダンセンター　ポルト,居宅介護支援,北海道札幌市北区新川５条１６丁目２－１,,43.114601840869135,141.297879920523200,011-792-6756,011-792-6757,6430003010014,合同会社ボヌールケア,0170208672,平日,,0,,,,,
011029,0160290417,北海道,札幌市北区,介護相談センターポット東,カイゴソウダンセンターポットヒガシ,居宅介護支援,札幌市北区北28条西12丁目4-13北28条ビル2階,北28条ビル2階,43.096230899999980,141.330259400000020,011-769-0680,011-807-5099,4430005005261,特定非営利活動法人ＨＰＴ,0160290417,平日,,119,https://hpt-pot.com/kyotaku.html,,,,
011029,0170206759,北海道,札幌市北区,イリーゼ篠路居宅介護支援事業所,イリーゼシノロキョタクカイゴシエンジギョウショ,居宅介護支援,北海道札幌市北区篠路2条7丁目5番15号,,43.142667191134290,141.363828900000040,011-773-0731,011-773-0732,5013301023242,HITOWAケアサービス株式会社,0170206759,"平日,祝日",,0,http://www.irs.jp,,,,
011029,0170207369,北海道,札幌市北区,居宅介護支援事業所さいどｂｙさいど,キョタクカイゴシエンジギョウショサイドバイサイド,居宅介護支援,北海道札幌市北区北１０条西４丁目１番地ＳＣビル２階,ＳＣビル２階,43.072817476083245,141.348262838622960,011-594-8877,011-594-8358,4430005012530,一般社団法人北海道ケアマネジメントサポートリンク,0170207369,平日,土日・祝日・年末年始、営業時間外も電話による24時間連絡体制を確保し、必要に応じて相談に対応することができます。,200,http://www.care-support-link.jp,,,,
011029,0170209746,北海道,札幌市北区,ひまわりプラン,ヒマワリプラン,居宅介護支援,北海道札幌市北区新川西５条４丁目4-3,,43.129359399999990,141.282763500000020,011-797-8841,050-1202-3473,8430003014129,合同会社アプリシエイト,0170209746,平日,,,,,,,
011029,0170208433,北海道,札幌市北区,ケアプランセンターねがい,ケアプランセンターネガイ,居宅介護支援,札幌市北区新川4条19丁目3番11号,,43.117515700000010,141.291067800000000,011-558-5250,011-557-6749,7430003002381,合同会社札幌ヒルズ,0170208433,平日,特になし,2,http://hp.kaipoke.biz,,,,
011029,0170209340,北海道,札幌市北区,在宅サッポロ介護支援センター,ザイタクサッポロカイゴシエンセンター,居宅介護支援,北海道札幌市北区北37条西3丁目2-17石川マンション208号室,石川マンション208号室,43.104976000000000,141.341151100000000,011-299-3653,011-299-3654,6430003012357,合同会社在宅サッポロ,0170209340,平日,,0,https://sites.google.com/view/zaitakusappopro/%E3%83%9B%E3%83%BC%E3%83%A0,,,,
011029,0170205744,北海道,札幌市北区,ウェルスタイル拓北居宅介護支援事業所,ウェルスタイルタクホクキョタクカイゴシエンジギョウショ,居宅介護支援,札幌市北区拓北８条３丁目２番１号トートイス拓北１階,トートイス拓北１階,43.159279000000010,141.381020900000070,011-775-6703,011-775-0770,6120001120886,株式会社フロンティア,0170205744,平日,,110,,,,,
011029,0170208987,北海道,札幌市北区,ケアプランセンター花鈴,ケアプランセンターカリン,居宅介護支援,新琴似１０条１７丁目１番１号和巧ビル２階,和巧ビル２階,43.129380535995880,141.309961261971300,011-790-6513,011-790-6523,7430003011300,合同会社ノースアライブ,0170208987,平日,,0,,,,,
011029,0170208466,北海道,札幌市北区,介護相談センターらくら,カイゴソウダンセンターラクラ,居宅介護支援,札幌市北区新川2条6丁目5番1号サービス高齢者住宅らくら新川内,サービス高齢者住宅らくら新川内,43.101386800000000,141.312611000000060,011-299-6510,011-299-8506,2430001042772,株式会社らくらケア,0170208466,平日,但しお客様の都合に応じて、出勤することもあります。24時間365日待機電話対応で各ケアマネジャー相談対応します,0,http://www.lacura-g.com,,,,
011029,0170209910,北海道,札幌市北区,TimeCare,タイムケア,居宅介護支援,北海道札幌市北区太平5条5丁目3番18号,,43.128035000000000,141.353847100000000,011-792-9299,011-792-9299,1430003015166,合同会社泰夢,0170209910,平日,,,,,,,
011029,0170405179,北海道,札幌市北区,居宅介護支援事業所芝さくら,キョタクカイゴシエンジギョウショシバサクラ,居宅介護支援,札幌市北区屯田４条３丁目１３ー２,,43.128381000000000,141.339597800000000,011-838-0790,011-351-5729,7430003010566,株式会社芝さくら,0170405179,平日,,4,http://sibasakura.com/,,,,
011029,0170210082,北海道,札幌市北区,居宅介護支援事業所チャレンジ,キョタクカイゴシエンジギョウショチャレンジ,居宅介護支援,札幌市北区屯田５条６丁目２番１２号JA屯田ビル２階,JA屯田ビル２階,43.131256700000000,141.329659200000000,050-3778-5939,050-3730-0267,8430003015779,合同会社Ｎｅｖｅｒ　Ｇｉｖｅ　Ｕｐ,0170210082,平日,,44,,,,,
011037,0110214350,北海道,札幌市東区,ケアプランサービスさつなえ,ケアプランサービスサツナエ,居宅介護支援,北海道札幌市東区東苗穂７条２丁目８番２０号,,43.094838100000000,141.412755299999960,011-783-3311,011-783-3343,4430005001632,医療法人社団英仁会,0110214350,"平日,土曜日",※平日のうち木曜のみ8時30分～12時30分,0,http://satsunae-hp.jp/,,,,
011037,0170209464,北海道,札幌市東区,ケアセンターあかり,ケアセンターアカリ,居宅介護支援,東苗穂9条1丁目7番5号,,43.101012399999990,141.409384100000000,011-792-6272,011-792-6520,3430003012995,合同会社ゆうひ,0170209464,"平日,祝日",,30,,,,,
