No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,通話メモ,備考
220,中央区,○,○,営利法人,1,1,独立系,9010701029808,株式会社ヒットエイト,,,ヒットエイト中央,1370202713,東京都中央区入船3-9-1細矢ビル２階,03-6260-3820,03-6260-3820,03-6260-3823,,"平日,土曜日",,,,,,,,,,,,
221,中央区,○,○,営利法人,1,1,独立系,8010001181070,株式会社三幸,,,居宅介護支援事業所　入船センター,1370202283,東京都中央区入船３丁目1-10中銀京橋マンション202,03-6222-8553,03-6222-8553,03-6280-4272,https://www.irifune.info,平日,,,,,,,,,,,,
222,中央区,○,○,営利法人,1,1,独立系,9010001048434,株式会社聖ルカレジデンス,,,株式会社聖ルカレジデンス,1370200246,東京都中央区明石町8-1,03-5550-6600,03-5550-6600,03-5550-6632,http://www.slresidence.jp,平日,,,,,,,,,,,,
229,中野区,○,○,営利法人,1,1,独立系,5011203003016,ほんまるケアステーション合同会社,,,ほんまるケアステーション,1371405844,東京都中野区鷺宮3-45-7ライフピアモア鷺ノ宮302,080-3207-4126,080-3207-4126,03-5356-7579,,"平日,祝日",,,,,,,,,,,,
233,中野区,○,○,営利法人,1,1,独立系,3011203001731,ケアサポートうえの合同会社,,,ケアサポートうえの,1371403955,東京都中野区中央1丁目６番１２号セザール中野坂上１０５,０３－５９３７－５３８４,03-5937-5384,０３－５９３７－５３７４,,平日,,,,,,,,,,,,
234,中野区,○,,営利法人,1,2,独立系,9011301013937,ケアプロ在宅医療株式会社,,,ケアプロ在宅支援センター東京,1371405265,東京都中野区中央4-25-14中央ハウスA2,03-6842-2540,03-6842-2540,03-6849-5039,https://carepro-hmc.co.jp/,平日,,,,,,,,,,,,
235,中野区,○,○,営利法人,1,1,独立系,3011203001723,サンライフ合同会社,,,サンライフ居宅介護支援事業所,1371403765,東京都中野区東中野３丁目７番１２号,03-3360-8535,03-3360-8535,03-3360-8535,,"平日,土曜日",,,,,,,,,,,,
237,中野区,○,○,営利法人,1,1,独立系,9011201015678,ユースタイルラボラトリー株式会社,,,ユースタイルケア中野北居宅介護支援,1371405539,東京都中野区新井4‐4‐6リバーシティ　201,050‐3188‐7747,050-3188-7747,03‐6701‐2453,,平日,,,,,,,,,,,,
238,中野区,○,○,営利法人,1,1,独立系,7011203003550,ルピナス合同会社,,,居宅介護支援事業所　ルピナス,1371406123,東京都中野区東中野2-21-12104,080-6960-9166,080-6960-9166,03-6796-3346,,"平日,祝日",,,,,,,,,,,,
241,中野区,○,○,営利法人,1,1,独立系,7011203001926,合同会社　ケアサポートすずらん,,,ケアサポートすずらん,1371404425,東京都中野区大和町4-34-9サトーハイツ101,03-5356-0570,03-5356-0570,03-5356-0571,,平日,,,,,,,,,,,,
242,中野区,○,○,営利法人,1,1,独立系,5011203003206,合同会社フリースタイル,,,フリースタイル居宅介護支援事業所,1371406313,東京都中野区中野３丁目５０番１４号津野田アパート１階道路側,090-6548-5548,090-6548-5548,03-6635-5548,https://hp.kaipoke.biz/wa8/info.html,平日,,,,,,,,,,,,
243,中野区,○,○,営利法人,1,1,独立系,3011203004866,合同会社桜,,,ケアプラン桜,1371406552,東京都中野区弥生町2-12-1商住宅・中野新橋301,080-3192-9443,080-3192-9443,03-6336-8617,,平日,,,,,,,,,,,,
245,中野区,○,○,営利法人,1,1,独立系,5012402021056,有限会社クローバー介護サービス,,,みつ葉居宅介護支援事業所,1371401330,東京都中野区本町３－８－１５矢崎コープ１０１,03-5304-0178,03-5304-0178,03-5304-0127,,平日,,,,,,,,,,,,
246,中野区,○,○,営利法人,1,1,独立系,3011202010238,有限会社ハナ・ケアサービス,,,ハナ・ケアサービス,1371401447,東京都中野区新井１丁目６番４号明和ハイム中野１階,03-5318-2605,03-5318-2605,03-5318-2615,http://hana-careservice.com/,平日,,,,,,,,,,,,
247,中野区,○,○,営利法人,1,1,独立系,3011202002086,有限会社ハートプラン・すずき,,,ﾊｰﾄﾌﾟﾗﾝ･すずき,1371405109,東京都中野区鷺宮4-43-17,03－5373－5931,03-5373-5931,03－4296－2757,,平日,,,,,,,,,,,,
248,中野区,○,○,営利法人,1,1,独立系,7380002013699,有限会社ＨＩＲＯ,,,スマイルプラン,1371405778,東京都中野区若宮３－３９－１６,03-5356-9538,03-5356-9538,03-5356-9539,,平日,,,,,,,,,,,,
251,中野区,○,○,営利法人,1,1,独立系,2011201012319,松野株式会社,,,介護ステーション　ぽけっと,1371403013,東京都中野区中野2丁目１２番１５号中野リハイム２０３号,03-5342-3450,03-5342-3450,03-3380-5331,http://www.pocket-kaigo.com/,平日,,,,,,,,,,,,
252,中野区,○,○,営利法人,1,1,独立系,6011201021992,株式会社しあわせケアサービス,,,しあわせケアサービス,1371405984,東京都中野区鷺宮3-20-9304号,03-6326-0771,03-6326-0771,03-6322-7398,http://hp.kaipoke.biz/ez9/,"平日,祝日",,,,,,,,,,,,
254,中野区,○,○,営利法人,1,1,独立系,7011201012066,株式会社アクトライフ,,,グリーンケア中野,1371402973,東京都中野区弥生町2-31-9朝日プラザ中野弥生町1A,03-5342-5351,03-5342-5351,03-5342-5370,https://www.aqutlife.jp,平日,,,,,,,,,,,,
256,中野区,○,,営利法人,1,3,薬局併設,7180301016951,株式会社スギ薬局,,,スギ薬局予防ケアマネジメント鷺宮店,1371406487,東京都中野区鷺宮3-46-12グランドハウス鷺宮２階,080-7559-7406,080-7559-7406,03-6735-3317,https://www.drug-sugi.co.jp,平日,,,,,,,,,,,,
257,中野区,○,○,営利法人,1,1,独立系,1011201006321,株式会社タフィ,,,在宅サポートセンター　クローバー,1371400779,東京都中野区鷺宮４-３７-１４七十七ビル４階,03-5327-6071,03-5327-6071,03-5327-6072,http://www.taffystyle.com,"平日,祝日",,,,,,,,,,,,
258,中野区,○,○,営利法人,1,1,独立系,3010001025586,株式会社ニチイ学館,,,ニチイケアセンター中野,1371400134,東京都中野区上高田２－４６－６,03-5318-1780,03-5318-1780,03-5318-1781,http://www.nichiigakkan.co.jp,平日,,,,,,,,,,,,
261,中野区,○,○,営利法人,1,1,独立系,3011201026111,株式会社ワンストップ,,,ワンストップ居宅介護支援事業所中野南台,1371406503,東京都中野区南台2－17－10－1階リーブランⅡ,03-6382-5336,03-6382-5336,03-6382-5337,,平日,,,,,,,,,,,,
262,中野区,○,○,営利法人,1,1,独立系,2011201019173,株式会社五生,,,株式会社ごせい野方ケアステーション,1371405372,東京都中野区若宮1-55-10若宮緑館101号室,03-5364-9425,03-5364-9425,03-5364-9426,http://go-sei.com/,"平日,祝日",,,,,,,,,,,,
266,中野区,○,○,営利法人,1,1,独立系,6011202012710,株式会社ＣＣＣ,,,クリオケアセンター居宅介護支援事業所,1371405620,東京都中野区中央5-8-11スペースクリオⅡ　3F,03-5328-7301,03-5328-7301,03-5341-8628,http://chriocare.com,平日,,,,,,,,,,,,
283,中野区,○,○,営利法人,1,1,独立系,1012401016812,ＢＡＬＭ　ＦＩＥＬＤ株式会社,,,居宅介護支援事業所パプリカアンピアーノ,1371405117,東京都中野区新井5-15-6片岡ビル1階,03-5942-9352,03-5942-9352,03-5942-9353,,平日,,,,,,,,,,,,
284,中野区,○,○,営利法人,1,1,独立系,8011201017064,Ｃｏ－Ｃｏ　Ｃａｒｅ　株式会社,,,こ・こけあ中野　居宅介護支援事業所,1371404615,東京都中野区中央5-30-7ミザールハイツ1F,03-6382-8507,03-6382-8507,03-6382-8508,https://cococare1.wordpress.com/,平日,,,,,,,,,,,,
286,北区,○,○,営利法人,1,1,独立系,2011401026977,なつめ株式会社,,,豊島町介護支援センター,1371707801,東京都北区豊島５－５－５１０７,03-4363-4003,03-4363-4003,03-67898068,,平日,,,,,,,,,,,,
287,北区,○,○,営利法人,1,1,独立系,4011501031792,にこｈｅａｒｔ株式会社,,,にこwith,1371707785,東京都北区志茂3丁目24番11号古屋ハイム202号室,03-6820-7980,03-6820-7980,03-6820-7987,https://sites.google.com/heartsmt.com/nikowith/home,平日,,,,,,,,,,,,
289,北区,○,○,営利法人,1,1,独立系,1011503003818,オルタナティブ合同会社,,,おるたな,1371707108,東京都北区西ヶ原4-52-2サンハイツ303,03-6325-9016,03-6325-9016,03-6320-8961,,"平日,土曜日,祝日",,,,,,,,,,,,
297,北区,○,○,営利法人,1,1,独立系,3011501001268,区民介護株式会社,,,区民介護株式会社ほのぼのステーション赤羽,1371700921,東京都北区赤羽西1-18-8アネックスワカマツ201,03-3900-5155,03-3900-5155,03-3900-3038,http://kuminkaigo.com/,平日,,,,,,,,,,,,
308,北区,○,○,営利法人,1,1,独立系,8011603001120,合同会社RAGEN,,,花はな,1371706209,東京都北区赤羽2-37-2winKIDOURAⅥ1階,03-3903-1035,03-3903-1035,03-3903-1030,http://www.ragen-hanahana.com,平日,,,,,,,,,,,,
309,北区,○,○,営利法人,1,1,独立系,8011503003381,合同会社ひいらぎ,,,居宅介護支援事業所ひいらぎ,1371706928,東京都北区滝野川3-86-2コーポ明和102号,03-5972-4301,03-5972-4301,03-5972-4302,http://hp.kaipoke.biz/vzz/,平日,,,,,,,,,,,,
310,北区,○,○,営利法人,1,1,独立系,4011503002817,合同会社桂,,,桂ケアプランサービス,1371706282,東京都北区神谷3-2-12,03-3902-7267,03-3902-7267,03-6789-0944,,平日,,,,,,,,,,,,
311,北区,○,○,営利法人,1,1,独立系,8011503006673,合同会社笹の葉,,,笹の葉居宅介護支援事業所,1371707868,東京都北区赤羽西1-28-10,03-3527-9176,03-3527-9176,03-4335-8382,,平日,,,,,,,,,,,,
312,北区,○,○,営利法人,1,1,独立系,1011503002794,合同会社ＩＭＧ,,,王子神谷居宅介護支援センター,1371707355,東京都北区王子5-2-2117,03-5933-6400,03-5933-6400,03-5933-6403,,平日,,,,,,,,,,,,
313,北区,○,○,営利法人,1,1,独立系,2011503003305,合同会社Ｖｏｉｄ,,,プラン.ドゥ.ヴォイド,1371706738,東京都北区王子4-20-12,03-6903-2015,03-6903-2015,03-6903-2016,,平日,,,,,,,,,,,,
314,北区,○,○,営利法人,1,1,独立系,4011501017412,宝ケア株式会社,,,宝ケアサービス王子,1371700327,東京都北区王子本町1-25-18,03-3909-3581,03-3909-3581,03-3908-2891,http://www.kaigo-takara.co.jp,"平日,土曜日,祝日",,,,,,,,,,,,
315,北区,○,○,営利法人,1,1,独立系,4011503006644,山紫水明合同会社,,,こころソーシャルワーク,1371707850,東京都北区赤羽北3丁目3番27ラフィネ北赤羽401号,03-6824-0423,03-6824-0423,03-6824-0433,,平日,,,,,,,,,,,,
316,北区,○,○,営利法人,1,1,独立系,4301371701739,有限会社　エムアンドエムコーポレーション,,,エムエム介護サービス,1371701739,東京都北区上十条２丁目２１番４号,03-5963-3848,03-5963-3848,03-5963-3438,,"平日,土曜日",,,,,,,,,,,,
317,北区,○,○,営利法人,1,1,独立系,7011502013903,有限会社アミ,,,有限会社アミ　昭和町居宅介護支援事業所,1371703651,東京都北区昭和町3-3-18,03-5692-5661,03-5692-5661,03-5692-5662,,平日,,,,,,,,,,,,
318,北区,○,○,営利法人,1,1,独立系,3011502013031,有限会社ケアネットワーク,,,有限会社　ケアネットワーク,1371707843,東京都北区赤羽2-4-10金剛第二ビル2F,03-6903-9611,03-6903-9611,03-6903-9612,http://www.c-network.co.jp,平日,,,,,,,,,,,,
320,北区,○,○,営利法人,1,1,独立系,4011502014020,有限会社ベル・ツリー,,,ふれんど,1371702539,東京都北区王子4-13-12,03-5902-3700,03-5902-3700,03-5902-3701,,"平日,祝日",,,,,,,,,,,,
321,北区,○,○,営利法人,1,1,独立系,5011502006363,有限会社ライフケアー,,,ライフケア居宅支援事業,1371706423,東京都北区田端新町3-34-1広瀬ビル201,03-3800-7774,03-3800-7774,03-3800-7773,http://hi-lifecare.com/,平日,,,,,,,,,,,,
322,北区,○,○,営利法人,1,1,独立系,6011402017476,有限会社リーフ,,,リーフ介護ステーション,1371702935,東京都北区上十条3-25-8301,03-5963-6422,03-5963-6422,03-5963-6423,,平日,,,,,,,,,,,,
323,北区,○,○,営利法人,1,1,独立系,3011502014129,有限会社愛訪問ケアサービス,,,有限会社愛訪問ケアサービス,1371705995,東京都北区滝野川6-32-14えんぷらす滝野川103,03-5961-5587,03-5961-5587,03-5961-5597,http://care-net.biz/13/ai-care/,"平日,土曜日,祝日",,,,,,,,,,,,
324,北区,○,○,営利法人,1,1,独立系,1011502005410,有限会社星ケアーサービス,,,星ケアーサービス居宅介護支援事業所,1371801679,東京都北区田端1-13-14,03-3823-2125,03-3823-2125,03-3827-7638,,"平日,土曜日,祝日",,,,,,,,,,,,
333,北区,○,○,営利法人,1,1,独立系,2011501020104,株式会社かいごのきもち,,,かいごのきもち,1371706076,東京都北区中里1-15-1アムロゼッタ駒込102,03-5834-7267,03-5834-7267,03-5539-3669,http://kaigono.kimochi.com/mp-admin/post.php?post=7383@action=edit,平日,,,,,,,,,,,,
334,北区,○,○,営利法人,1,1,独立系,4011501013411,株式会社こころねっと,,,居宅介護支援こころ,1371704204,東京都北区東田端1-7-12サントル・ヴィラージュⅣ-101号室,03-5855-0850,03-5855-0850,03-5855-0851,,"平日,土曜日,祝日",,,,,,,,,,,,
335,北区,○,○,営利法人,1,1,独立系,2011501012349,株式会社さくら介護,,,株式会社さくら介護,1371702893,東京都北区上十条４－２－１６ハイホーム十条ヴェルデ館１０２,03-5993-6353,03-5993-6353,03-5993-6354,https://sites.google.com/view/sakurakaigo,"平日,祝日",,,,,,,,,,,,
336,北区,○,○,営利法人,1,1,独立系,8011501024826,株式会社さくら総合福祉,,,さくら総合介護相談センター,1371707413,東京都北区豊島8丁目6-3,03-6903-2737,03-6903-2737,03-6903-2756,https://sakura-sf.com/,"平日,祝日",,,,,,,,,,,,
337,北区,○,○,営利法人,1,1,独立系,2011501010699,株式会社しらゆり,,,居宅介護支援センターしらゆり,1371702331,東京都北区赤羽南１－3－1髙橋ビル4F,03-3598-6310,03-3598-6310,03-3598-6320,http://fureai-shirayuri.com,平日,,,,,,,,,,,,
338,北区,○,○,営利法人,1,1,独立系,8011401014811,株式会社じゅん,,,じゅんケアサービス,1371907005,東京都北区赤羽1-41-5アダマス　604,03-5939-6205,03-5939-6205,03-5939-6206,,平日,,,,,,,,,,,,
341,北区,○,○,営利法人,1,1,独立系,7013301032431,株式会社ウェルネスセントラルケア,,,居宅介護支援　ニカサ,1371706696,東京都北区西ヶ原4-42-7,03-6903-5947,03-6903-5947,03-6903-5948,http://nikasa3636.com,"平日,土曜日",,,,,,,,,,,,
342,北区,○,○,営利法人,1,1,独立系,6011501011909,株式会社グレイス,,,株式会社グレイス　ケアサービス恵み,1371703610,東京都北区十条仲原4-8-25,03-3908-4731,03-3908-4731,03-3908-4732,,平日,,,,,,,,,,,,
343,北区,○,○,営利法人,1,1,独立系,7011501023465,株式会社ホップケアサービス,,,ホップケアサービス,1371706985,東京都北区上中里3-1-18,03-5944-6333,03-5944-6333,03-5944-6335,http://hp.kaipoke.biz/ge5/,平日,,,,,,,,,,,,
344,北区,○,○,営利法人,1,1,施設併設,5011503002279,株式会社ホームタウン,,,株式会社ホームタウンケアマネ事業所,1371705219,東京都北区上十条2-13-1ガーデニアビル105,03-5963-3520,03-5963-3520,03-5963-3526,http://www.home-town.tokyo,"平日,土曜日,祝日",,,,,,,,,,,,
345,北区,○,○,営利法人,1,1,独立系,6011501017633,株式会社マイライフサポート,,,マイライフサポート,1371705151,東京都北区昭和町1-4-5,03-3894-7579,03-3894-7579,03-3894-7587,,平日,,,,,,,,,,,,
346,北区,○,○,営利法人,1,1,薬局併設,3011501004221,株式会社マエノ薬局,,,マエノ薬局西が丘店,1371700368,東京都北区西が丘1-15-11,03-5924-1881,03-5924-1881,03-5924-1882,,平日,,,,,,,,,,,,
347,北区,○,○,営利法人,1,1,独立系,6011501007569,株式会社千代田サービスセンター,,,あっぷるちよだ王子駅前店,1371703941,東京都北区王子本町1-24-3アバンスビル101号室,03-5963-6203,03-5963-6203,03-5963-6204,,平日,,,,,,,,,,,,
350,北区,○,○,営利法人,1,1,独立系,4011501004740,株式会社矢嶋商店,,,あすか居宅介護支援事業所,1371705110,東京都北区豊島3丁目1番13号,03-5944-6654,03-5944-6654,03-3914-0033,,平日,,,,,,,,,,,,
351,北区,○,○,営利法人,1,1,独立系,7011401014250,株式会社祐,,,ケアサポート　祐　浮間,1371706795,東京都北区浮間3-18-18コーポ金野102,03-6279-8956,03-6279-8956,03-6279-8957,,平日,,,,,,,,,,,,
352,北区,○,○,営利法人,1,1,独立系,6010401152656,株式会社ＡＫＭ,,,居宅介護支援アルプス,1371707389,東京都北区赤羽２－４－２オランダビル４０１,03-5944-6177,03-5944-6177,03-5944-6178,https://www.akm-alps.com/,平日,,,,,,,,,,,,
353,北区,○,○,営利法人,1,1,独立系,1011501025178,株式会社Ｌｉｌｉｅ,,,ゆりの花　居宅介護支援事業所,1371707215,東京都北区堀船1-16-14,03-5944-6968,03-5944-6968,03-5944-6978,https://lilie-service.com/company/,"平日,土曜日",,,,,,,,,,,,
