除外理由,No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),電話種別,FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,商談日,商談結果,通話メモ,備考
他県にも拠点あり,2636,町田市,○,,営利法人,1,11,独立系,6130001044812,株式会社Ｔ．Ｓ．Ｉ,,,ケアプランセンターえんじゅ町田,1373207768,東京都町田市根岸2丁目30-7レジデンス21　301号室,042-794-4167,042-794-4167,固定(多摩等),042-794-4168,https://www.t-s-i.jp/company.html,"平日,祝日",,,,,,,,,,,,,,
他県にも拠点あり,2637,町田市,○,,営利法人,1,2,独立系,2020001151805,楓の風在宅療養支援株式会社,,,在宅療養支援ケアプランセンター楓の風東京,1373207842,東京都町田市成瀬が丘2丁目23-5SNビル402,042-850-5401,042-850-5401,固定(多摩等),042-788-1233,https://kaede-homenursing.co.jp/,平日,,,,,,,,,,,,,,
他県にも拠点あり,2718,立川市,○,,営利法人,1,2,独立系,5500002010082,有限会社葵星,,,ケアマネジメントセンター晴晴,1373003639,東京都立川市上砂町4-48-3サンライズマンション105,042-538-0111,042-538-0111,固定(多摩等),042-538-0112,,平日,,,,,,,,,,,,,,
併設事業所,2729,立川市,○,○,営利法人,1,1,施設併設,4012801017003,株式会社ワークス,,,はあとホーム立川,1373003043,東京都立川市柏町4-57-25Ｄ．１柏町303,042-511-4401,042-511-4401,固定(多摩等),042-848-2132,,平日,,,,,,,,,,,,,,
他県にも拠点あり,2749,羽村市,○,,営利法人,1,41,独立系,2040001050435,株式会社　川島コーポレーション,,,サニーライフ羽村　居宅介護支援事業所,1375300611,東京都羽村市栄町２－１９－３,０４２－５５５－００１８,042-555-0018,固定(多摩等),０４２－５５５－００１６,,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
他県にも拠点あり,2778,西東京市,○,,営利法人,1,3,独立系,7030001046124,株式会社ふれあい広場,,,居宅介護支援事業所　ふれあい広場　西東京田無,1375425111,東京都西東京市南町6－10－13carna西東京田無　/　1F,042－452ー9068,042-452-9068,固定(多摩等),042－497－6576,https://www.fureai-hiroba.co.jp/,平日,,,,,,,,,,,,,,
島嶼部,2864,三宅村,○,○,営利法人,1,1,独立系,4010003022235,合同会社ＲＵＲＡ,,,居宅介護支援事業所アイ・エル,1370305649,東京都三宅島三宅村坪田1291,04994-8-5855,04994-8-5855,固定(多摩等),,,"平日,祝日",,,,,,,,,,,,,,
島嶼部,2865,三宅村,○,○,営利法人,1,1,独立系,3010002047754,有限会社三宅島福祉サービス,,,三宅島福祉サービスめぐりケアセンター,1370302141,東京都三宅島三宅村神着３２５,04994-2-7111,04994-2-7111,固定(多摩等),04994-2-7111,,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
島嶼部,2869,大島町,○,○,営利法人,1,1,独立系,2010003033663,合同会社　あったかサービス,,,合同会社　あったかサービス,1370305300,東京都大島町差木地字クダッチ,0499244300,0499244300,固定(多摩等),0499244301,,平日,,,,,,,,,,,,,,
島嶼部,2870,大島町,○,○,営利法人,1,1,独立系,7010003022868,合同会社大島ライフサポート,,,ケアサポート　みつばち,1370304493,東京都大島町元町2丁目14番6号,04992-7-5435,04992-7-5435,固定(多摩等),04992-7-5436,,平日,,,,,,,,,,,,,,
島嶼部,2872,大島町,○,○,営利法人,1,1,独立系,4010001155466,株式会社Ｐｅａｃｅ　Ｓｍｉｌｅ,,,櫻壽ケアプラン支援事業所,1370305250,東京都大島町差木地字小坂1015-2,04992-7-5561,04992-7-5561,固定(多摩等),04992-7-5562,,"平日,祝日",,,,,,,,,,,,,,
島嶼部,2874,大島町,○,○,営利法人,1,1,独立系,4010001131236,間伏福祉サービス株式会社,,,らくだサービス,1370302471,東京都大島町元町字新込１２６－５,04992-2-5061,04992-2-5061,固定(多摩等),04992-2-5062,,平日,,,,,,,,,,,,,,
島嶼部,2877,新島村,○,○,営利法人,1,1,独立系,8010003040225,合同会社ケアレイズ,,,ケアレイズプランセンター,1370305540,東京都新島村本村6-2-4,04992-5-0713,04992-5-0713,固定(多摩等),04992-7-5112,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),1,世田谷区,○,○,不明(法人格の記載なし),1,1,独立系,5010903006220,e笑顔,,,e笑顔,1371216290,東京都世田谷区経堂4-4-5103,03-5799-4744,03-5799-4744,固定(23区),03-5799-4733,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,21,世田谷区,○,○,一般社団・財団,1,1,独立系,7010905002488,一般社団法人地域介護支援,,,こかげケアプランニング,1371216241,東京都世田谷区世田谷1-33-3Ｂ1,03-6413-8116,03-6413-8116,固定(23区),03-6804-0076,https://kokagecareplanning.storeinfo.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,22,世田谷区,○,○,一般社団・財団,1,1,医療機関併設,5010905000097,一般財団法人　平和協会,,,一般財団法人平和協会　駒沢診療所,1371200526,東京都世田谷区上馬4丁目5番8号,03-3424-8501,03-3424-8501,固定(23区),03-5431-0532,https://komazawa-cl.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,23,世田谷区,○,,一般社団・財団,1,10,独立系,2380005002480,一般財団法人脳神経疾患研究所,,,居宅介護支援センター梅ヶ丘,1371215102,東京都世田谷区松原六丁目37番1号,03-6379-5275,03-6379-5275,固定(23区),03-6379-5276,http://www.tokyo-rehabili.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),25,世田谷区,○,○,不明(法人格の記載なし),1,1,独立系,6010905000815,世田谷ボランティア協会,,,居宅介護支援事業所　ケア相談センター結,1371203025,東京都世田谷区下馬3-22-13サザン三軒茶屋2階,03-5433-2830,03-5433-2830,固定(23区),03-6383-2156,http://www.otagaisama.or.jp/area_yuiren.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 協同組合,26,世田谷区,○,○,協同組合,1,1,独立系,1010905002808,労働者協同組合健康生活サポートセンター,,,健康生活サポートセンター,1371212232,東京都世田谷区祖師谷１－３５－４２Ｆ,０３－５４２９－２３７２,03-5429-2372,固定(23区),０３－６４１１－２０２９,http://npokenkouseikatu.jimdo.com/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,27,世田谷区,○,,医療法人,1,4,独立系,9330005001316,医療法人桜十字,,,桜十字ケアプランセンター世田谷八幡山,1371215938,東京都世田谷区桜上水5-5-29ベルクール桜上水212号室,03-5969-9220,03-5969-9220,固定(23区),03-5969-9221,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,28,世田谷区,○,○,医療法人,1,1,訪問看護併設,2010905000620,医療法人社団さくら会,,,克歩訪問看護ステーション,1371216258,東京都世田谷区世田谷１－３２ー４２０４,03-3429-5005,03-3429-5005,固定(23区),03-6700-6865,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,33,世田谷区,○,○,医療法人,1,1,医療機関併設,5010905001244,医療法人社団リバイブ,,,医療法人社団リバイブ吉野クリニック居宅介護支援事業所,1371215011,東京都世田谷区南烏山５-１-１５ヒエモトビル102号,03-5315-7170,03-5315-7170,固定(23区),03-5313-2728,https：//yoshino.clinic,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,34,世田谷区,○,○,医療法人,1,1,独立系,2010905001461,医療法人社団医真会,,,ケアプランサービス　せたほ,1371216787,東京都世田谷区粕谷4-19-5塩原ビル2階,03.-5314-9540,03-5314-9540,固定(23区),03-5314-9541,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,35,世田谷区,○,○,医療法人,1,1,施設併設,5010905000667,医療法人社団慈泉会,,,居宅介護支援事業所うなね杏霞苑,1371206119,東京都世田谷区宇奈根3丁目12番29号,03-5727-3667,03-5727-3667,固定(23区),03-5727-3657,https://www.kyokaen.org/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,36,世田谷区,○,○,医療法人,1,1,医療機関併設,3010905000999,医療法人社団明世会,,,医療法人社団明世会　成城内科　居宅介護支援センター,1371212984,東京都世田谷区成城６丁目２２番３号１階,０３－５４９０－９１１１,03-5490-9111,固定(23区),０３－５４９０－９１１３,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,37,世田谷区,○,,医療法人,1,4,独立系,5010905000709,医療法人社団白寿会,,,すばる居宅介護支援事業所,1371206333,東京都世田谷区瀬田４－１－１４,03-5717-9925,03-5717-9925,固定(23区),03-5717-9924,http://hakujukai-group.jp/,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,160,世田谷区,○,○,NPO,1,1,独立系,7010905001333,特定非営利活動法人　サン・スマイル,,,ＮＰＯ・ほっと介護サービス,1371204197,東京都世田谷区宮坂3-47-5ルーミー経堂１０２号,03-6413-7290,03-6413-7290,固定(23区),03-6413-7291,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,163,世田谷区,○,○,NPO,1,1,独立系,5010905000857,特定非営利活動法人たつなみ会,,,ヘルパーステーションたつなみ,1371202803,東京都世田谷区世田谷三丁目5番19号,03-5450-3759,03-5450-3759,固定(23区),03-5450-3752,http://tatsu73.com,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,164,世田谷区,○,○,NPO,1,1,独立系,7010905001003,特定非営利活動法人アクト世田谷たすけあいワーカーズゆりの木,,,NPO・世田谷ゆりの木,1371217355,東京都世田谷区船橋1-1-2山﨑ビル205号室,03-6413-6788,03-6413-6788,固定(23区),03-6413-6818,https://www.yurinoki.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,165,世田谷区,○,○,NPO,1,1,独立系,4010905001328,特定非営利活動法人コミュニティ・ネットワーク・ウェーブ,,,ウェーブ,1371204106,東京都世田谷区駒沢2-43-9304,03-5430-7781,03-5430-7781,固定(23区),03-5430-7771,http://www.ngo-npo.org/wave/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,166,世田谷区,○,○,NPO,1,1,独立系,3010905001948,特定非営利活動法人ソーシャルケア清和会,,,ＮＰＯわかば,1371208032,東京都世田谷区三軒茶屋２－４９－６フドウ三軒茶屋ハイツ104号,03-5712-5185,03-5712-5185,固定(23区),03-5712-5186,http://www.kaigo-wakaba.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,167,世田谷区,○,○,NPO,1,1,独立系,7010905001127,特定非営利活動法人向日葵,,,特定非営利活動法人向日葵,1371203199,東京都世田谷区世田谷１－４４－１サンライズ上町２０１,03-3439-0062,03-3439-0062,固定(23区),03-3439-0363,https://himawari-anatanosobani.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,168,世田谷区,○,○,社会福祉法人,1,1,独立系,8010905000813,社会福祉法人　ふきのとうの会,,,ふきのとうケアプランセンター,1371200369,東京都世田谷区桜丘1-19-22デイホーム桜丘内,03-6413-0770,03-6413-0770,固定(23区),03-5450-3600,http://fukinotoh.mow.jp,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,171,世田谷区,○,○,社会福祉法人,1,1,医療機関併設,9010905000795,社会福祉法人　康和会,,,久我山病院ケアオフィス,1371208859,東京都世田谷区北烏山2-14-20,03-3309-8124,03-3309-8124,固定(23区),03-3309-3100,https://www.kouwa-kai.org/facilities/care.html,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,172,世田谷区,○,○,社会福祉法人,1,1,独立系,1010905000811,社会福祉法人　日本フレンズ奉仕団,,,フレンズ介護保険サービス,1371202241,東京都世田谷区野沢３－２５－１０,03-3410-8661,03-3410-8661,固定(23区),03-5486-6700,http://www.n-friends.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,173,世田谷区,○,,社会福祉法人,1,3,独立系,8250005000517,社会福祉法人　青藍会,,,青藍会在宅医療支援センターハートハウス成城,1371216118,東京都世田谷区成城二丁目３５番３号１０１,03-3416-7771,03-3416-7771,固定(23区),03-6411-8533,http://www.seirankai.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,174,世田谷区,○,○,社会福祉法人,1,1,独立系,6010905001689,社会福祉法人こうれいきょう,,,池尻介護保険サービス,1371202175,東京都世田谷区池尻2-4-26,03-5433-2513,03-5433-2513,固定(23区),03-3795-0600,http://koureikyou.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,176,世田谷区,○,,社会福祉法人,1,8,独立系,3430005000585,社会福祉法人ノテ福祉会,,,居宅介護支援事業所ノテ深沢,1371211697,東京都世田谷区深沢7-17-20,03-6432-3894,03-6432-3894,固定(23区),03-6432-3896,https://www.note.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,179,世田谷区,○,○,社会福祉法人,1,1,独立系,8010905000978,社会福祉法人南山会,,,喜多見介護保険サービス,1371203124,東京都世田谷区喜多見7―20―26,03-5727-1161,03-5727-1161,固定(23区),03-5727-1164,https://nanzankai.tokyo/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,180,世田谷区,○,○,社会福祉法人,1,1,独立系,3010905000792,社会福祉法人友愛十字会,,,社会福祉法人友愛十字会砧介護保険サービス,1371200419,東京都世田谷区砧3-9-11,03-3416-7001,03-3416-7001,固定(23区),03-3416-3216,http://www.yuai.or.jp/kinutakaigo/index.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,184,世田谷区,○,,社会福祉法人,1,2,独立系,7250005007298,社会福祉法人夢のみずうみ村,,,夢のみずうみ村新樹苑居宅介護支援事業所,1371211531,東京都世田谷区八幡山３丁目１８番２７号,０３－５３１６－９０９９,03-5316-9099,固定(23区),０３－５３１６－９０９１,http://www.yumenomizuumi.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,185,世田谷区,○,○,社会福祉法人,1,1,独立系,7010905000979,社会福祉法人大三島育徳会,,,居宅介護支援事業所博水の郷,1371203108,東京都世田谷区鎌田３－１６－６,03-3700-3252,03-3700-3252,固定(23区),03-3700-3269,http://www.oomishima.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,191,世田谷区,○,○,社会福祉法人,1,1,独立系,5010905000799,社会福祉法人東京有隣会,,,ケアプランゆうりん,1371216886,東京都世田谷区船橋2-15-38,03(5490)7711,03-5490-7711,固定(23区),03(5490)7719,http://www.tokyoyurinkai.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 公益法人,205,中央区,○,○,公益法人,1,1,医療機関併設,9010005018524,公益社団法人中央区医師会,,,公益社団法人中央区医師会訪問看護ステーションあかし,1370200147,東京都中央区明石町1-6,03-5565-7281,03-5565-7281,固定(23区),03-5565-5101,https://houkan-akashi.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 学校・宗教,208,中央区,○,○,学校・宗教,1,1,医療機関併設,2010005002344,学校法人聖路加国際大学,,,聖路加国際病院ケアプランセンター,1370202382,東京都中央区明石町1番24号6階マタニティケアホーム,03-5550-2549,03-5550-2549,固定(23区),03-5550-7508,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,225,中央区,○,○,社会福祉法人,1,1,施設併設,9010005009399,社会福祉法人　トーリケアネット,,,居宅介護支援事業所　晴海苑,1370201343,東京都中央区晴海１－１－２６,03-3533-7598,03-3533-7598,固定(23区),03-3533-7590,http://www.harumien.or.jp,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,228,中野区,○,○,NPO,1,1,独立系,3011205001531,NPOピクニックケア,,,NPOピクニックケア,1371403179,東京都中野区上高田2-45-10,03-6657-9325,03-6657-9325,固定(23区),03-6657-9326,,"平日,祝日",,,,,,,,,,,,,,
